order_id,date,product,category,region,quantity,unit_price,revenue
1406,2025-04-06,Tablet,Electronics,West,5,430.14,2150.7
1452,2025-04-07,Laptop,Electronics,North,10,940.37,9403.75
1177,2025-04-08,Headphones,Accessories,West,10,80.13,801.32
1048,2025-04-08,Webcam,Accessories,South,5,56.61,283.06
1454,2025-04-08,Laptop,Electronics,South,2,944.44,1888.88
1391,2025-04-09,Keyboard,Accessories,West,4,43.01,172.04
1085,2025-04-09,Keyboard,Accessories,South,7,46.48,325.39
1140,2025-04-10,Keyboard,Accessories,North,5,42.55,212.74
1376,2025-04-12,Mouse,Accessories,South,10,25.05,250.46
1344,2025-04-13,Monitor,Electronics,North,3,236.84,710.51
1397,2025-04-14,Webcam,Accessories,South,9,57.25,515.28
1258,2025-04-15,Laptop,Electronics,North,5,980.16,4900.79
1054,2025-04-15,Mouse,Accessories,East,6,23.69,142.16
1459,2025-04-15,Webcam,Accessories,East,6,57.76,346.53
1104,2025-04-16,Tablet,Electronics,North,7,391.16,2738.11
1453,2025-04-17,Monitor,Electronics,West,6,240.16,1440.96
1130,2025-04-19,Headphones,Accessories,West,6,84.77,508.59
1339,2025-04-20,Keyboard,Accessories,West,10,43.07,430.7
1139,2025-04-21,Headphones,Accessories,South,8,76.42,611.39
1467,2025-04-22,Headphones,Accessories,North,9,79.3,713.67
1107,2025-04-23,Monitor,Electronics,West,5,246.79,1233.96
1003,2025-04-23,Monitor,Electronics,West,8,254.46,2035.71
1074,2025-04-24,Laptop,Electronics,West,4,956.99,3827.94
1434,2025-04-25,Tablet,Electronics,South,1,420.49,420.49
1447,2025-04-26,Webcam,Accessories,South,5,64.29,321.45
1174,2025-04-26,Tablet,Electronics,North,2,396.92,793.83
1487,2025-04-27,Webcam,Accessories,West,6,60.64,363.82
1478,2025-04-28,Smartphone,Electronics,North,4,756.18,3024.71
1015,2025-04-28,Mouse,Accessories,North,1,26.53,26.53
1002,2025-04-30,Smartphone,Electronics,South,9,714.28,6428.54
1182,2025-04-30,Monitor,Electronics,West,7,227.18,1590.28
1189,2025-05-01,Laptop,Electronics,North,5,989.54,4947.68
1090,2025-05-01,Mouse,Accessories,North,5,23.62,118.12
1442,2025-05-02,Mouse,Accessories,East,5,26.88,134.41
1045,2025-05-02,Laptop,Electronics,North,3,883.15,2649.46
1029,2025-05-03,Mouse,Accessories,East,1,23.7,23.7
1152,2025-05-03,Smartphone,Electronics,South,3,707.28,2121.84
1438,2025-05-04,Tablet,Electronics,North,4,365.38,1461.53
1368,2025-05-04,Tablet,Electronics,West,4,406.67,1626.67
1363,2025-05-04,Smartphone,Electronics,East,8,647.15,5177.22
1132,2025-05-04,Monitor,Electronics,North,7,249.43,1746.0
1039,2025-05-05,Headphones,Accessories,West,8,84.92,679.36
1127,2025-05-06,Keyboard,Accessories,East,2,43.01,86.02
1359,2025-05-06,Keyboard,Accessories,West,7,43.18,302.24
1436,2025-05-07,Tablet,Electronics,South,8,387.69,3101.54
1489,2025-05-07,Smartphone,Electronics,East,2,641.49,1282.97
1116,2025-05-07,Laptop,Electronics,North,4,961.06,3844.24
1042,2025-05-08,Mouse,Accessories,North,4,23.45,93.8
1365,2025-05-08,Tablet,Electronics,West,3,425.08,1275.23
1322,2025-05-10,Tablet,Electronics,West,1,420.26,420.26
1308,2025-05-12,Smartphone,Electronics,North,4,746.89,2987.58
1416,2025-05-14,Keyboard,Accessories,North,6,46.73,280.41
1211,2025-05-16,Tablet,Electronics,North,9,369.89,3328.98
1018,2025-05-16,Webcam,Accessories,South,3,56.96,170.88
1047,2025-05-16,Laptop,Electronics,West,8,861.34,6890.76
1383,2025-05-16,Laptop,Electronics,West,10,913.97,9139.74
1371,2025-05-16,Tablet,Electronics,South,6,421.11,2526.65
1451,2025-05-18,Monitor,Electronics,North,7,258.68,1810.79
1254,2025-05-20,Laptop,Electronics,North,8,929.15,7433.19
1159,2025-05-20,Keyboard,Accessories,West,9,45.36,408.24
1409,2025-05-20,Headphones,Accessories,West,4,84.94,339.76
1000,2025-05-21,Smartphone,Electronics,North,4,661.25,2645.0
1274,2025-05-21,Webcam,Accessories,East,10,54.67,546.74
1235,2025-05-21,Smartphone,Electronics,South,10,718.63,7186.31
1331,2025-05-21,Mouse,Accessories,West,1,22.88,22.88
1178,2025-05-22,Headphones,Accessories,North,7,77.44,542.07
1038,2025-05-23,Smartphone,Electronics,South,8,659.99,5279.95
1179,2025-05-25,Keyboard,Accessories,North,5,48.04,240.19
1282,2025-05-25,Mouse,Accessories,East,7,24.54,171.81
1369,2025-05-25,Laptop,Electronics,North,8,917.55,7340.43
1062,2025-05-25,Headphones,Accessories,East,10,75.37,753.7
1284,2025-05-26,Smartphone,Electronics,West,5,731.32,3656.61
1202,2025-05-27,Laptop,Electronics,West,4,919.27,3677.09
1087,2025-05-27,Laptop,Electronics,East,4,887.38,3549.52
1306,2025-05-27,Headphones,Accessories,North,8,83.14,665.1
1309,2025-05-28,Tablet,Electronics,North,4,384.09,1536.37
1244,2025-05-28,Tablet,Electronics,North,10,385.0,3849.96
1259,2025-05-29,Headphones,Accessories,East,6,73.92,443.52
1312,2025-05-30,Monitor,Electronics,South,7,225.08,1575.55
1024,2025-05-31,Mouse,Accessories,North,7,23.29,163.04
1134,2025-05-31,Laptop,Electronics,North,4,882.79,3531.17
1411,2025-06-01,Laptop,Electronics,East,10,931.39,9313.92
1392,2025-06-02,Keyboard,Accessories,South,5,46.84,234.22
1443,2025-06-03,Monitor,Electronics,West,5,228.05,1140.24
1446,2025-06-03,Tablet,Electronics,South,7,374.71,2622.97
1499,2025-06-03,Keyboard,Accessories,West,8,47.54,380.35
1216,2025-06-05,Laptop,Electronics,North,8,830.9,6647.21
1137,2025-06-06,Webcam,Accessories,East,5,56.77,283.83
1075,2025-06-06,Webcam,Accessories,East,4,56.68,226.7
1367,2025-06-07,Webcam,Accessories,West,8,54.28,434.22
1173,2025-06-09,Monitor,Electronics,South,9,225.68,2031.15
1033,2025-06-09,Monitor,Electronics,South,7,274.76,1923.3
1049,2025-06-10,Laptop,Electronics,North,1,819.03,819.03
1348,2025-06-12,Smartphone,Electronics,South,2,693.0,1385.99
1188,2025-06-12,Mouse,Accessories,West,8,26.86,214.9
1328,2025-06-14,Headphones,Accessories,East,2,73.28,146.56
1403,2025-06-14,Monitor,Electronics,East,5,257.29,1286.47
1168,2025-06-15,Mouse,Accessories,East,2,27.35,54.7
1414,2025-06-15,Headphones,Accessories,West,4,72.11,288.44
1206,2025-06-17,Smartphone,Electronics,East,7,654.59,4582.13
1424,2025-06-17,Headphones,Accessories,South,9,79.07,711.63
1112,2025-06-17,Monitor,Electronics,West,6,263.06,1578.37
1166,2025-06-18,Smartphone,Electronics,South,7,727.11,5089.8
1076,2025-06-18,Monitor,Electronics,West,5,268.22,1341.09
1072,2025-06-20,Laptop,Electronics,South,7,954.4,6680.82
1223,2025-06-20,Laptop,Electronics,North,4,987.99,3951.95
1065,2025-06-20,Laptop,Electronics,North,3,924.68,2774.04
1108,2025-06-22,Laptop,Electronics,West,7,940.35,6582.47
1005,2025-06-22,Headphones,Accessories,South,2,73.48,146.97
1035,2025-06-23,Monitor,Electronics,North,1,254.42,254.42
1361,2025-06-24,Webcam,Accessories,South,10,55.72,557.24
1006,2025-06-26,Smartphone,Electronics,East,10,667.03,6670.33
1395,2025-06-26,Tablet,Electronics,West,3,383.24,1149.71
1429,2025-06-26,Laptop,Electronics,West,2,907.41,1814.82
1396,2025-06-27,Keyboard,Accessories,North,8,46.4,371.23
1269,2025-06-28,Smartphone,Electronics,South,6,731.83,4391.0
1330,2025-06-29,Headphones,Accessories,West,8,72.68,581.42
1249,2025-06-29,Keyboard,Accessories,East,1,42.13,42.13
1472,2025-07-01,Monitor,Electronics,East,5,264.75,1323.73
1323,2025-07-02,Monitor,Electronics,East,1,268.29,268.29
1069,2025-07-03,Mouse,Accessories,North,4,25.91,103.64
1492,2025-07-04,Keyboard,Accessories,West,5,41.42,207.1
1345,2025-07-04,Webcam,Accessories,North,9,60.87,547.81
1230,2025-07-05,Webcam,Accessories,West,9,61.12,550.12
1220,2025-07-05,Webcam,Accessories,South,2,65.77,131.54
1326,2025-07-08,Webcam,Accessories,West,9,57.2,514.81
1297,2025-07-08,Webcam,Accessories,South,10,65.81,658.13
1335,2025-07-09,Headphones,Accessories,West,6,79.1,474.62
1300,2025-07-10,Laptop,Electronics,West,9,978.17,8803.56
1375,2025-07-11,Smartphone,Electronics,West,6,708.1,4248.58
1192,2025-07-11,Keyboard,Accessories,East,7,41.81,292.67
1240,2025-07-11,Mouse,Accessories,East,3,25.93,77.8
1432,2025-07-13,Tablet,Electronics,West,7,366.42,2564.94
1298,2025-07-15,Webcam,Accessories,East,9,60.33,542.97
1334,2025-07-16,Mouse,Accessories,East,10,22.66,226.62
1483,2025-07-16,Tablet,Electronics,East,3,423.24,1269.72
1495,2025-07-17,Smartphone,Electronics,East,1,670.86,670.86
1183,2025-07-17,Webcam,Accessories,West,3,59.94,179.83
1304,2025-07-17,Mouse,Accessories,South,2,24.37,48.75
1325,2025-07-17,Tablet,Electronics,West,6,437.9,2627.39
1449,2025-07-18,Tablet,Electronics,South,4,380.4,1521.6
1217,2025-07-18,Monitor,Electronics,South,8,243.55,1948.4
1267,2025-07-22,Tablet,Electronics,North,5,419.66,2098.32
1362,2025-07-24,Mouse,Accessories,East,3,26.3,78.91
1046,2025-07-25,Webcam,Accessories,South,1,55.98,55.98
1413,2025-07-25,Mouse,Accessories,North,2,23.42,46.85
1372,2025-07-25,Mouse,Accessories,North,1,25.35,25.35
1473,2025-07-27,Smartphone,Electronics,East,8,709.1,5672.8
1475,2025-07-27,Laptop,Electronics,North,7,877.89,6145.23
1103,2025-07-28,Smartphone,Electronics,West,6,705.97,4235.79
1153,2025-07-29,Headphones,Accessories,North,8,83.03,664.24
1186,2025-07-29,Laptop,Electronics,South,3,823.47,2470.41
1165,2025-07-29,Webcam,Accessories,East,6,57.85,347.12
1243,2025-07-30,Mouse,Accessories,North,6,26.87,161.21
1218,2025-08-01,Tablet,Electronics,South,2,426.7,853.39
1303,2025-08-01,Mouse,Accessories,North,1,24.48,24.48
1255,2025-08-01,Webcam,Accessories,West,5,56.59,282.93
1239,2025-08-01,Webcam,Accessories,West,2,57.75,115.5
1106,2025-08-03,Keyboard,Accessories,West,9,47.23,425.05
1310,2025-08-03,Laptop,Electronics,South,10,892.28,8922.8
1053,2025-08-03,Laptop,Electronics,North,10,911.74,9117.41
1113,2025-08-04,Tablet,Electronics,East,5,426.79,2133.96
1043,2025-08-05,Webcam,Accessories,South,3,57.34,172.03
1094,2025-08-06,Laptop,Electronics,North,4,841.66,3366.64
1233,2025-08-07,Webcam,Accessories,West,2,59.88,119.77
1247,2025-08-08,Keyboard,Accessories,South,9,49.27,443.44
1493,2025-08-09,Smartphone,Electronics,South,8,707.98,5663.82
1256,2025-08-09,Smartphone,Electronics,East,2,669.65,1339.31
1082,2025-08-09,Monitor,Electronics,East,2,272.44,544.89
1068,2025-08-09,Mouse,Accessories,South,3,22.71,68.13
1477,2025-08-11,Smartphone,Electronics,West,6,709.22,4255.32
1266,2025-08-12,Mouse,Accessories,North,2,23.72,47.43
1440,2025-08-13,Laptop,Electronics,West,4,907.16,3628.63
1172,2025-08-13,Headphones,Accessories,East,8,73.94,591.54
1158,2025-08-13,Keyboard,Accessories,East,2,44.72,89.44
1144,2025-08-14,Webcam,Accessories,West,6,56.21,337.27
1088,2025-08-15,Mouse,Accessories,West,8,25.88,207.03
1044,2025-08-15,Monitor,Electronics,North,9,229.9,2069.06
1066,2025-08-15,Keyboard,Accessories,South,9,46.85,421.66
1341,2025-08-16,Webcam,Accessories,South,2,63.73,127.45
1329,2025-08-17,Keyboard,Accessories,East,10,46.96,469.59
1415,2025-08-17,Tablet,Electronics,South,5,436.32,2181.61
1180,2025-08-17,Webcam,Accessories,South,9,59.81,538.31
1307,2025-08-18,Headphones,Accessories,West,10,72.08,720.84
1450,2025-08-19,Mouse,Accessories,North,6,22.96,137.77
1149,2025-08-19,Monitor,Electronics,West,8,239.87,1918.94
1238,2025-08-20,Monitor,Electronics,West,4,245.69,982.76
1408,2025-08-21,Mouse,Accessories,East,9,25.12,226.09
1011,2025-08-21,Tablet,Electronics,East,6,373.01,2238.07
1181,2025-08-22,Mouse,Accessories,West,6,26.85,161.09
1092,2025-08-22,Webcam,Accessories,North,7,64.63,452.44
1198,2025-08-22,Tablet,Electronics,East,5,375.94,1879.69
1056,2025-08-23,Smartphone,Electronics,North,10,769.78,7697.84
1410,2025-08-23,Mouse,Accessories,South,5,26.09,130.46
1320,2025-08-23,Headphones,Accessories,North,1,76.7,76.7
1195,2025-08-24,Webcam,Accessories,East,5,62.0,310.01
1275,2025-08-25,Smartphone,Electronics,East,8,635.27,5082.12
1128,2025-08-26,Webcam,Accessories,South,10,61.32,613.24
1417,2025-08-27,Laptop,Electronics,North,5,838.75,4193.75
1458,2025-08-27,Mouse,Accessories,West,2,26.51,53.03
1126,2025-08-27,Keyboard,Accessories,West,7,47.93,335.52
1209,2025-08-28,Mouse,Accessories,North,2,23.2,46.41
1315,2025-08-29,Laptop,Electronics,West,1,924.42,924.42
1430,2025-08-30,Laptop,Electronics,North,1,861.68,861.68
1098,2025-09-01,Webcam,Accessories,South,8,57.11,456.88
1105,2025-09-02,Laptop,Electronics,West,1,979.69,979.69
1145,2025-09-02,Laptop,Electronics,East,2,957.98,1915.96
1393,2025-09-03,Webcam,Accessories,East,6,60.73,364.36
1208,2025-09-04,Headphones,Accessories,East,5,83.94,419.72
1176,2025-09-05,Keyboard,Accessories,West,8,42.69,341.55
1290,2025-09-06,Monitor,Electronics,East,4,236.33,945.31
1030,2025-09-06,Smartphone,Electronics,North,2,766.92,1533.84
1028,2025-09-08,Laptop,Electronics,East,1,830.14,830.14
1463,2025-09-08,Mouse,Accessories,East,8,24.8,198.43
1124,2025-09-08,Laptop,Electronics,West,2,888.03,1776.07
1093,2025-09-11,Monitor,Electronics,West,7,237.2,1660.39
1194,2025-09-12,Tablet,Electronics,South,10,371.45,3714.49
1462,2025-09-13,Tablet,Electronics,South,9,412.37,3711.32
1175,2025-09-13,Smartphone,Electronics,South,5,701.24,3506.21
1025,2025-09-14,Laptop,Electronics,East,3,901.38,2704.15
1350,2025-09-15,Headphones,Accessories,West,1,85.3,85.3
1354,2025-09-15,Keyboard,Accessories,North,3,45.83,137.48
1441,2025-09-15,Laptop,Electronics,South,5,852.15,4260.75
1470,2025-09-15,Keyboard,Accessories,North,7,47.76,334.29
1184,2025-09-15,Laptop,Electronics,South,10,869.76,8697.59
1280,2025-09-16,Mouse,Accessories,North,3,22.7,68.09
1380,2025-09-17,Keyboard,Accessories,East,9,45.29,407.62
1332,2025-09-20,Tablet,Electronics,East,3,436.22,1308.67
1034,2025-09-22,Mouse,Accessories,West,8,23.11,184.84
1170,2025-09-23,Laptop,Electronics,South,6,922.07,5532.44
1163,2025-09-23,Headphones,Accessories,West,8,86.66,693.26
1352,2025-09-23,Monitor,Electronics,East,5,267.3,1336.48
1099,2025-09-24,Monitor,Electronics,East,8,256.34,2050.7
1445,2025-09-26,Mouse,Accessories,West,6,25.98,155.89
1281,2025-09-26,Webcam,Accessories,West,9,61.32,551.86
1347,2025-09-27,Tablet,Electronics,West,7,421.53,2950.73
1389,2025-09-27,Mouse,Accessories,West,7,24.07,168.48
1229,2025-09-27,Headphones,Accessories,West,2,83.93,167.86
1422,2025-09-28,Smartphone,Electronics,West,6,640.93,3845.61
1032,2025-09-28,Headphones,Accessories,East,10,78.77,787.7
1251,2025-09-29,Laptop,Electronics,North,4,877.71,3510.86
1336,2025-09-29,Smartphone,Electronics,South,6,685.72,4114.35
1207,2025-09-29,Headphones,Accessories,East,9,86.62,779.54
1390,2025-09-30,Headphones,Accessories,West,6,80.74,484.44
1404,2025-10-01,Smartphone,Electronics,South,1,757.85,757.85
1013,2025-10-01,Smartphone,Electronics,South,4,652.88,2611.51
1457,2025-10-01,Tablet,Electronics,West,6,384.67,2308.04
1296,2025-10-01,Webcam,Accessories,South,4,57.71,230.85
1370,2025-10-02,Webcam,Accessories,East,1,64.17,64.17
1007,2025-10-02,Laptop,Electronics,West,2,985.16,1970.32
1057,2025-10-03,Smartphone,Electronics,North,4,700.82,2803.3
1226,2025-10-04,Headphones,Accessories,South,5,84.78,423.88
1114,2025-10-04,Webcam,Accessories,North,1,66.0,66.0
1101,2025-10-04,Mouse,Accessories,East,2,23.19,46.38
1059,2025-10-06,Headphones,Accessories,West,5,81.79,408.93
1423,2025-10-08,Smartphone,Electronics,North,9,658.3,5924.72
1136,2025-10-09,Mouse,Accessories,West,6,24.26,145.55
1167,2025-10-09,Keyboard,Accessories,West,1,44.59,44.59
1349,2025-10-10,Mouse,Accessories,South,10,23.41,234.1
1008,2025-10-10,Tablet,Electronics,North,5,426.35,2131.76
1456,2025-10-10,Tablet,Electronics,South,6,422.04,2532.25
1224,2025-10-11,Monitor,Electronics,North,4,254.32,1017.28
1373,2025-10-11,Monitor,Electronics,East,5,228.68,1143.38
1142,2025-10-11,Laptop,Electronics,North,5,935.54,4677.68
1444,2025-10-12,Headphones,Accessories,West,8,72.75,582.0
1246,2025-10-12,Smartphone,Electronics,East,6,646.08,3876.5
1095,2025-10-13,Webcam,Accessories,North,4,65.01,260.04
1210,2025-10-13,Monitor,Electronics,West,6,229.52,1377.09
1070,2025-10-14,Smartphone,Electronics,East,7,766.34,5364.36
1496,2025-10-14,Tablet,Electronics,North,4,405.76,1623.03
1287,2025-10-14,Smartphone,Electronics,East,7,720.09,5040.62
1338,2025-10-15,Webcam,Accessories,West,2,57.14,114.28
1272,2025-10-16,Webcam,Accessories,West,10,59.39,593.87
1482,2025-10-16,Keyboard,Accessories,South,4,45.6,182.4
1122,2025-10-17,Keyboard,Accessories,North,1,43.62,43.62
1407,2025-10-18,Laptop,Electronics,East,10,829.31,8293.14
1150,2025-10-19,Tablet,Electronics,East,10,364.82,3648.18
1278,2025-10-20,Laptop,Electronics,West,4,867.87,3471.5
1313,2025-10-20,Mouse,Accessories,South,7,23.44,164.06
1357,2025-10-20,Keyboard,Accessories,South,7,46.06,322.44
1263,2025-10-21,Mouse,Accessories,West,7,26.05,182.33
1120,2025-10-22,Laptop,Electronics,East,7,881.4,6169.78
1162,2025-10-23,Laptop,Electronics,East,1,947.36,947.36
1205,2025-10-24,Webcam,Accessories,North,6,62.79,376.73
1277,2025-10-25,Tablet,Electronics,West,9,436.34,3927.05
1382,2025-10-26,Smartphone,Electronics,West,5,741.55,3707.73
1019,2025-10-26,Keyboard,Accessories,West,7,43.76,306.31
1212,2025-10-27,Mouse,Accessories,East,7,26.61,186.28
1197,2025-10-28,Webcam,Accessories,East,5,61.67,308.34
1001,2025-10-30,Smartphone,Electronics,North,7,634.45,4441.15
1121,2025-10-31,Monitor,Electronics,North,4,230.1,920.38
1051,2025-11-01,Headphones,Accessories,North,2,82.8,165.61
1236,2025-11-02,Mouse,Accessories,West,9,23.97,215.77
1131,2025-11-02,Mouse,Accessories,East,5,25.28,126.39
1022,2025-11-02,Tablet,Electronics,West,8,402.33,3218.63
1311,2025-11-02,Smartphone,Electronics,West,9,632.3,5690.71
1439,2025-11-03,Laptop,Electronics,West,1,854.05,854.05
1160,2025-11-03,Webcam,Accessories,North,1,64.67,64.67
1485,2025-11-06,Smartphone,Electronics,East,10,763.68,7636.8
1299,2025-11-06,Headphones,Accessories,South,3,85.97,257.9
1080,2025-11-07,Mouse,Accessories,West,9,23.08,207.7
1295,2025-11-09,Monitor,Electronics,West,5,262.62,1313.1
